433 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,2559 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
433 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,129 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,129 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,4 ,1 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,2559 ,0 ,0 ,0 ,1 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,512 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,2559 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2559 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,2559 ,0 ,129 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
0 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,2559 ,0 ,129 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
0 ,tcp ,X11 ,SF ,2559 ,2559 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,2559 ,0 ,129 ,0 ,0 ,255 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
